domainId,instanceId,feature0,feature1,feature2,feature3,feature4,feature5,pred,actual,intercept,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,linear_pred,subject_actual
0.0,0.0,1.75,1.93,3.0,7.0,11.576045,52.0,377.2,385.0,367.3333333333333,0.0,27.518713480207314,0.0,0.0,-13.445160136853818,-1.056544156018079,366.71938521258176,385.0
0.0,1.0,1.0,0.52,3.0,5.0,3.9085732,85.0,258.5,275.0,303.0,0.0,62.11927009193446,0.0,0.0,-5.328857907061211,0.08781806055780082,299.3873364793275,275.0
0.0,2.0,1.0,0.83,4.0,6.0,9.707744,61.0,258.1,282.6,276.3333333333333,0.0,21.04045641164088,0.0,0.0,-2.1851422338465354,0.374691875216269,273.62983681555454,282.6
0.0,3.0,1.0,1.62,5.0,6.0,8.738911,94.0,376.8,350.0,362.25,0.0,65.47316642040843,0.0,0.0,-4.944376501033737,1.020061849029541,382.3396375887373,350.0
0.0,4.0,2.5,2.79,3.0,9.0,14.763295,16.0,676.2,695.0,636.5,0.0,22.840119165838974,0.0,0.0,-4.988530717203207,-0.07232704402515723,640.3192544022872,695.0
0.0,5.0,2.0,1.54,4.0,7.0,20.282698,31.0,271.6,252.0,241.0,-1.3333333333333335,3.0303030303030343,0.0,0.0,2.285265067895209,-0.33333333333333337,241.91311424378796,252.0
0.0,6.0,2.5,2.27,5.0,8.0,7.970397,43.0,625.9,619.8,607.5,0.1851851851851852,4.629629629629626,0.0,0.0,-0.04104541759189194,0.0925925925925926,607.5755312791631,619.8
0.0,7.0,2.5,2.62,3.0,9.0,9.982572,25.0,663.9,683.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,655,683.0
0.0,8.0,1.5,1.04,4.0,7.0,8.380532,57.0,374.0,411.1,290.0,0.0,0.0,0.0,0.0,0.0,0.0,290,411.1
0.0,9.0,3.0,3.46,3.0,9.0,15.448983,27.0,756.7,730.0,726.5,0.0,0.0,0.0,0.0,-5.377731887800636,0.019230769230769232,726.5215854158545,730.0
0.0,10.0,1.75,2.38,3.0,8.0,3.9416983,98.0,740.3,725.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,825,725.0
0.0,11.0,2.5,1.95,3.0,7.0,20.717442,2.0,309.6,309.0,309.6666666666667,9.386854219454198,21.333759589668656,0.0,0.0,-1.7887265779778396,-0.782237851621183,310.5054847450423,309.0
0.0,12.0,1.75,1.61,3.0,7.0,11.094057,47.0,397.4,371.0,376.6666666666667,0.0,30.239601365951383,0.0,0.0,-3.7354216132326963,-0.8495792007257666,375.37999169848894,371.0
0.0,13.0,2.25,1.24,3.0,7.0,13.19075,7.0,331.2,331.0,357.6666666666667,0.0,5.773051192649588,0.0,0.0,0.42638243530869374,0.30951846894740315,357.0856919870646,331.0
0.0,14.0,2.25,1.347,3.0,7.0,8.820271,5.0,329.3,321.0,324.0,0.5925925925925927,-4.938271604938268,0.0,0.0,-0.1581603296567384,-0.14814814814814817,324.30220392024546,321.0
0.0,15.0,1.75,2.12,4.0,8.0,4.195712,74.0,763.9,710.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,768,710.0
0.0,16.0,1.0,1.52,4.0,7.0,5.688977,88.0,556.6,535.0,565.5,0.0,-1.3277428371767994,0.0,0.0,-0.13945511877268793,0.3584905660377359,564.6911075920061,535.0
0.0,17.0,2.0,1.59,3.0,8.0,19.116117,14.0,333.9,337.0,318.3333333333333,26.317968289527226,14.165645983448476,0.0,0.0,-3.8161942376131957,-0.4132601766037976,321.61590629662214,337.0
0.0,18.0,2.5,2.13,3.0,7.0,15.618348,37.0,345.1,320.0,374.0,-6.518518518518519,-9.586056644880179,0.0,0.0,-0.623942169863264,-0.8148148148148149,361.02328384826336,320.0
0.0,19.0,1.75,1.73,4.0,8.0,9.14332,50.0,521.8,515.0,514.5,0.0,4.134885588117222,0.0,0.0,-2.0885751754347393,-0.9716981132075472,508.9968420847955,515.0
0.0,20.0,2.5,1.89,3.0,7.0,20.195446,11.0,304.5,298.5,321.5,0.0,-0.2549719530851612,0.0,0.0,0.010151129405521639,0.003773584905660378,321.28572280563475,298.5
0.0,21.0,1.0,1.14,4.0,6.0,8.6379795,66.0,310.9,330.0,312.5,0.0,-6.738544474393525,0.0,0.0,-0.19898259593789858,0.1179245283018868,312.2159452473394,330.0
0.0,22.0,1.75,1.37,4.0,8.0,15.68103,40.0,332.3,276.2,286.0,-29.58568986516229,-12.792432227581811,0.0,0.0,-1.167983503500393,0.196256066797446,286.6860923634151,276.2
0.0,23.0,2.5,1.84,3.0,7.0,10.545228,44.0,400.8,380.0,363.0,0.0,7.612489273999362,0.0,0.0,-3.7989559037642624,0.4620769340056442,369.88299543824087,380.0
0.0,24.0,2.0,1.49,3.0,7.0,19.994852,25.0,259.2,255.0,269.6666666666667,0.0,8.941515670539703,0.0,0.0,-1.6318171125736454,0.09268107979453324,269.4734358559879,255.0
0.0,25.0,2.5,1.7,3.0,8.0,5.2230506,17.0,501.6,475.0,414.0,0.0,1.3071895424836593,0.0,0.0,0.0,0.0,414.0000215272308,475.0
0.0,26.0,2.5,2.643,3.0,8.0,19.084852,3.0,404.2,377.0,371.75,0.0,16.57623404510844,0.0,0.0,-0.1881139916260236,0.5792535484430427,373.12475033556535,377.0
0.0,27.0,2.25,2.1,3.0,8.0,19.416073,37.0,323.4,280.0,325.0,0.0,2.948113207547167,0.0,0.0,0.9200777752784371,-0.1179245283018868,304.9773286488347,280.0
0.0,28.0,2.5,1.82,4.0,7.0,10.328035,60.0,434.4,453.0,426.0,0.888888888888889,1.7094017094017109,0.0,0.0,0.16548144717166138,-0.11111111111111112,424.76229475031886,453.0
0.0,29.0,2.75,1.35,3.0,8.0,6.3915234,9.0,401.7,405.5,404.6666666666667,11.114469896409942,35.49279245843924,0.0,0.0,-6.978713193103233,7.292970512537892,412.736015809089,405.5
0.0,30.0,1.75,1.76,5.0,7.0,5.722518,89.0,588.0,528.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,652,528.0
0.0,31.0,2.0,1.47,4.0,7.0,24.389334,47.0,253.5,254.6,265.0,0.0,0.0,0.0,0.0,0.0,0.0,265,254.6
0.0,32.0,1.0,1.21,3.0,7.0,9.276854,66.0,331.3,325.0,301.5,0.0,4.874213836477992,0.0,0.0,-0.7880425374176573,0.5849056603773585,303.3274174859298,325.0
0.0,33.0,1.0,0.96,4.0,7.0,5.1006165,109.0,495.1,477.0,521.5,0.0,11.438679245283016,0.0,0.0,-2.1718538709544872,-1.8301886792452828,514.7117232987432,477.0
0.0,34.0,1.0,1.21,3.0,7.0,9.7413025,63.0,334.8,320.0,318.5,0.0,0.808625336927223,0.0,0.0,0.021540525772569534,-0.018867924528301886,317.9444678809787,320.0
0.0,35.0,2.25,1.47,3.0,8.0,16.076008,10.0,455.0,430.0,425.0,5.333333333333334,4.761904761904762,0.0,0.0,-0.9357355536466542,-0.2666666666666667,405.13893983735727,430.0
0.0,36.0,2.5,1.72,3.0,7.0,19.97449,22.0,269.1,265.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,270,265.0
0.0,37.0,2.5,2.66,3.0,9.0,12.535457,19.0,640.6,629.0,630.0,0.0,8.086253369272232,0.0,0.0,-2.4445911018024713,-0.16172506738544476,621.5395669237179,629.0
0.0,38.0,1.75,1.24,3.0,7.0,9.442798,61.0,348.8,333.0,320.5,-4.666666666666668,11.666666666666659,0.0,0.0,-0.5364130184067829,-1.166666666666667,332.17363906520967,333.0
0.0,39.0,2.25,1.42,3.0,7.0,3.2924154,28.0,421.8,410.0,389.3333333333333,6.3788673432185385,19.23655419962341,0.0,0.0,0.2936223204973062,-1.4325495469000038,388.7564605036035,410.0
0.0,40.0,1.0,1.74,3.0,7.0,9.65247,50.0,353.2,310.0,305.5,0.0,-0.3294399520814616,0.0,0.0,-0.09132779791675644,-0.041509433962264156,308.04635864349774,310.0
0.0,41.0,1.75,1.43,3.0,7.0,12.32253,34.0,369.1,375.0,402.5,0.0,0.5896226415094343,0.0,0.0,0.30486323317092384,0.013477088948787063,403.5616692317862,375.0
0.0,42.0,2.25,1.81,3.0,7.0,11.02201,12.0,364.0,355.0,334.0,-0.7407407407407408,5.291005291005304,0.0,0.0,0.37523339517179677,0.3703703703703704,327.73183253676757,355.0
0.0,43.0,1.75,1.59,4.0,6.0,10.233882,62.0,370.8,346.0,306.0,10.074074074074076,3.997648442092888,0.0,0.0,-0.8277140072824227,1.2592592592592595,314.4430837332137,346.0
0.0,44.0,1.75,1.94,4.0,8.0,8.142887,52.0,553.7,550.0,551.0,15.438345525209769,14.018466544730037,0.0,0.0,7.999353505663938,0.6432643968837404,543.6419579201233,550.0
0.0,45.0,2.0,2.33,3.0,8.0,8.155923,28.0,585.9,530.0,549.0,0.0,-5.759682224428999,0.0,0.0,-0.2596767118600047,0.18238993710691823,540.0600640719136,530.0
0.0,46.0,2.5,1.61,4.0,7.0,22.534153,22.0,271.1,282.0,287.0,7.6452605852051105,4.068524243887348,0.0,0.0,0.12483982869793708,-0.7478191456242309,289.23948548586566,282.0
