domainId,instanceId,comparableId,feature0,feature1,feature2,feature3,feature4,feature5,delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_y0,delta_y1,delta_y2,delta_y3,delta_y4,delta_y5,pred,actual,adjusted_step_number,adjusted_order,adjusted_price
0,0,0,2.5,2.13,4.0,8.0,14.1357765,29.0,-0.25,-0.06,0.0,0.0,-0.09,0.0,-3.41,-0.76,0.0,0.0,-0.58,0.0,501.2,435,3,"0,1,4","431.6,430.8,430.2",430.2,365.0,509.2,65.19999999999999,144.2
0,0,1,2.5,2.05,4.0,8.0,14.417994,29.0,-0.25,0.02,0.0,0.0,-0.38,0.0,-34.79,-8.19,0.0,0.0,45.89,0.0,496.4,404,3,"0,1,4","369.1,360.9,406.8",406.8,365.0,509.2,41.80000000000001,144.2
0,1,0,2.75,2.61,4.0,8.0,5.008652,37.0,0.25,0.29,1.0,0.0,0.46,1.0,-22.8,86.69,62.7,0.0,-17.7,15.84,841.1,762,5,"0,1,2,4,5","739.7,826.4,889.1,871.4,887.2",887.2,865.0,982.0,22.200000000000045,117.0
0,1,1,2.25,2.87,4.0,8.0,4.512196,38.0,0.75,0.03,1.0,0.0,0.96,0.0,-56.66,-5.84,48.25,0.0,-16.35,0.0,1025.9,890,4,"0,1,2,4","833.3,827.5,875.8,859.4",859.4,865.0,982.0,5.600000000000023,117.0
0,1,2,2.5,2.62,4.0,8.0,6.645386,38.0,0.5,0.28,1.0,0.0,-1.17,0.0,-22.75,-8.33,75.45,0.0,213.78,0.0,817.6,680,4,"0,1,2,4","657.2,648.9,724.4,938.1",938.1,865.0,982.0,73.10000000000002,117.0
0,2,0,2.5,3.54,3.0,10.0,10.340055,19.0,0.0,0.23,0.0,1.0,-0.41,-1.0,0.0,-67.97,0.0,91.65,101.24,-29.47,960.6,925,4,"5,1,3,4","895.5,827.6,919.2,1020.4",1020.4,1038.0,1015.3,17.600000000000023,22.700000000000045
0,5,0,1.75,2.15,4.0,7.0,16.308725,45.0,0.25,-0.44,-1.0,0.0,0.07,0.0,3.59,-30.39,-13.99,0.0,-11.89,0.0,323.4,280,4,"2,0,1,4","266.0,269.6,239.2,227.3",227.3,211.0,299.4,16.30000000000001,88.39999999999998
0,5,1,1.75,1.49,4.0,7.0,16.878267,45.0,0.25,0.22,-1.0,0.0,-0.5,0.0,-9.26,19.48,-9.02,0.0,28.78,0.0,262.5,242,4,"2,0,1,4","233.1,223.9,243.3,272.1",272.1,211.0,299.4,61.10000000000002,88.39999999999998
0,5,2,2.5,1.99,3.0,7.0,16.646929,46.0,-0.5,-0.28,0.0,0.0,-0.27,-1.0,9.37,-31.52,0.0,0.0,24.83,-0.23,297.7,257,4,"5,1,0,4","256.5,225.0,234.4,259.2",259.2,211.0,299.4,48.19999999999999,88.39999999999998
0,5,3,1.0,1.49,3.0,7.0,16.474766,46.0,1.0,0.22,0.0,0.0,-0.09,-1.0,10.79,19.13,0.0,0.0,13.1,-4.43,257.2,258,4,"5,0,1,4","253.6,264.4,283.5,296.6",296.6,211.0,299.4,85.60000000000002,88.39999999999998
0,6,1,2.25,2.5,4.0,9.0,9.476398,28.0,0.25,0.19,0.0,0.0,0.06,0.0,-20.67,26.71,0.0,0.0,-10.86,0.0,757.5,808,3,"0,1,4","787.3,814.0,803.2",803.2,790.0,768.0,13.200000000000045,22.0
0,8,2,2.5,1.714,3.0,8.0,13.947504,10.0,0.0,-0.11,0.0,0.0,-0.64,0.0,0.0,-12.63,0.0,0.0,67.93,0.0,415.8,305,2,"1,4","292.4,360.3",360.3,384.5,425.0,24.19999999999999,40.5
0,8,3,2.5,1.954,3.0,8.0,13.892891,10.0,0.0,-0.35,0.0,0.0,-0.59,0.0,0.0,-93.12,0.0,0.0,124.6,0.0,438.3,340,2,"1,4","246.9,371.5",371.5,384.5,425.0,13.0,40.5
0,9,1,1.0,1.18,3.0,7.0,2.3882852,106.0,0.0,-0.27,1.0,0.0,-0.05,0.0,0.0,-76.82,2.75,0.0,44.76,0.0,524.4,600,3,"1,2,4","523.2,525.9,570.7",570.7,605.0,504.6,34.299999999999955,100.39999999999998
0,9,3,1.0,1.4,3.0,7.0,2.4522357,106.0,0.0,-0.49,1.0,0.0,-0.12,0.0,0.0,-98.67,3.12,0.0,47.88,0.0,570.0,710,3,"1,2,4","611.3,614.5,662.3",662.3,605.0,504.6,57.299999999999955,100.39999999999998
0,10,1,1.75,1.46,4.0,7.0,2.3568778,86.0,-0.75,0.37,0.0,1.0,-0.82,-1.0,-4.97,-19.28,0.0,142.94,24.09,-16.89,568.3,527,5,"0,5,1,3,4","522.2,505.3,486.1,629.0,653.1",653.1,638.0,659.6,15.100000000000023,21.600000000000023
0,12,1,1.5,1.25,4.0,7.0,9.773876,46.0,-0.5,0.16,-1.0,0.0,-0.3,1.0,-26.24,-0.2,2.62,0.0,2.9,-14.17,398.0,358,5,"2,0,1,4,5","360.6,334.4,334.2,337.1,322.9",322.9,175.0,351.1,147.89999999999998,176.10000000000002
0,12,2,1.5,1.29,3.0,8.0,10.111263,46.0,-0.5,0.12,0.0,-1.0,-0.64,1.0,-25.69,-0.79,0.0,-1.1,3.83,-15.42,410.7,268,5,"3,0,1,4,5","267.4,241.7,240.9,244.7,229.3",229.3,175.0,351.1,54.30000000000001,176.10000000000002
0,12,3,1.75,1.01,4.0,7.0,9.888837,48.0,-0.75,0.4,-1.0,0.0,-0.42,-1.0,-12.45,34.01,-16.4,0.0,8.36,-8.95,381.1,325,5,"2,0,5,1,4","308.6,296.1,287.2,321.2,329.6",329.6,175.0,351.1,154.60000000000002,176.10000000000002
0,14,0,0.75,0.85,3.0,6.0,41.16955,112.0,0.25,0.29,1.0,0.0,4.48,-7.0,-12.2,26.53,9.45,0.0,6.02,-26.71,176.4,170,5,"5,0,1,2,4","143.3,131.1,157.6,167.1,173.1",173.1,160.0,205.1,13.099999999999994,45.099999999999994
0,14,1,1.5,0.98,3.0,7.0,45.86348,93.0,-0.5,0.16,1.0,-1.0,-0.21,12.0,-4.14,14.15,14.78,1.71,7.71,-29.06,212.6,134,6,"3,0,1,2,4,5","135.7,131.6,145.7,160.5,168.2,139.2",139.2,160.0,205.1,20.80000000000001,45.099999999999994
0,14,3,1.0,1.23,5.0,6.0,31.9811,104.0,0.0,-0.09,-1.0,0.0,13.67,1.0,0.0,-1.27,-3.32,0.0,-2.85,0.22,207.3,185,4,"2,1,4,5","181.6,180.3,177.5,177.7",177.7,160.0,205.1,17.69999999999999,45.099999999999994
0,15,0,3.5,3.99,3.0,11.0,10.177263,14.0,0.25,0.14,0.0,0.0,0.21,0.0,11.07,-11.89,0.0,0.0,42.72,0.0,1096.9,1068,3,"0,1,4","1079.1,1067.2,1109.9",1109.9,1070.0,1187.5,39.90000000000009,117.5
0,15,1,3.25,3.96,3.0,11.0,10.315589,14.0,0.5,0.17,0.0,0.0,0.07,0.0,-124.9,3.74,0.0,0.0,91.01,0.0,1208.4,1185,3,"0,1,4","1060.1,1063.8,1154.8",1154.8,1070.0,1187.5,84.79999999999995,117.5
0,16,3,1.0,1.27,3.0,7.0,5.396766,61.0,0.0,0.16,0.0,0.0,0.53,0.0,0.0,-8.26,0.0,0.0,6.76,0.0,405.9,435,2,"1,4","426.8,433.5",433.5,800.0,420.0,366.5,380.0
0,17,0,3.5,3.87,3.0,10.0,16.050295,21.0,-0.25,0.49,0.0,0.0,0.32,1.0,-14.64,2.29,0.0,0.0,-7.04,5.62,858.5,850,4,"0,4,1,5","835.4,828.3,830.6,836.2",836.2,795.1,994.8,41.10000000000002,199.69999999999993
0,17,3,2.75,3.53,3.0,10.0,15.886827,21.0,0.5,0.83,0.0,0.0,0.48,1.0,67.75,82.76,0.0,0.0,-29.35,23.11,812.4,760,4,"0,1,4,5","827.7,910.5,881.2,904.3",904.3,795.1,994.8,109.19999999999993,199.69999999999993
0,18,1,1.0,1.04,3.0,7.0,9.295379,46.0,0.0,0.4,0.0,0.0,0.01,0.0,0.0,15.33,0.0,0.0,0.69,0.0,320.1,340,2,"1,4","355.2,355.9",355.9,355.0,360.9,0.8999999999999773,5.899999999999977
0,18,2,1.0,1.18,3.0,7.0,9.627334,46.0,0.0,0.26,0.0,0.0,-0.33,0.0,0.0,9.26,0.0,0.0,-48.68,0.0,340.6,400,2,"4,1","351.3,360.6",360.6,355.0,360.9,5.600000000000023,5.899999999999977
0,19,0,2.25,1.76,4.0,8.0,14.497947,39.0,0.0,0.2,0.0,0.0,0.08,0.0,0.0,-7.96,0.0,0.0,-0.43,0.0,413.7,440,2,"1,4","432.0,431.6",431.6,474.0,424.5,42.39999999999998,49.5
0,19,1,1.75,2.03,4.0,8.0,14.420973,39.0,0.5,-0.07,0.0,0.0,0.16,0.0,-13.44,-39.61,0.0,0.0,4.88,0.0,451.7,485,3,"1,0,4","445.4,432.0,436.8",436.8,474.0,424.5,37.19999999999999,49.5
0,20,1,2.25,2.4,4.0,8.0,7.3266063,47.0,-0.25,-0.49,-1.0,-1.0,-0.29,0.0,2.56,-84.26,-31.79,-96.14,19.47,0.0,755.8,706,5,"3,2,0,1,4","609.5,577.7,580.3,496.0,515.5",515.5,485.0,445.4,30.5,39.60000000000002
